TW,LW,Title,Studio,Weekend Gross,% Change,Theater Count,Change,Average,Total Gross,Budget*,Week #,ith year,ith week
1,N,The Nun,WB (NL),"$53,807,379 ",-,3876,-,"$13,882 ","$53,807,379 ",$22 ,1,2018,36
1,N,The Predator (2018),Fox,"$24,632,284 ",-,4037,-,"$6,102 ","$24,632,284 ",$88 ,1,2018,37
1,N,The House With A Clock In Its Walls,Uni.,"$26,608,020 ",-,3592,-,"$7,408 ","$26,608,020 ",$42 ,1,2018,38
1,N,Night School (2018),Uni.,"$27,257,615 ",-,3010,-,"$9,056 ","$27,257,615 ",$29 ,1,2018,39
1,N,Venom (2018),Sony,"$80,255,756 ",-,4250,-,"$18,884 ","$80,255,756 ",$100 ,1,2018,40
1,1,Venom (2018),Sony,"$35,006,107 ",-56.40%,4250,-,"$8,237 ","$142,108,258 ",$100 ,2,2018,41
1,N,Halloween (2018),Uni.,"$76,221,545 ",-,3928,-,"$19,405 ","$76,221,545 ",$10 ,1,2018,42
1,1,Halloween (2018),Uni.,"$31,419,070 ",-58.80%,3990,62,"$7,874 ","$126,075,470 ",$10 ,2,2018,43
1,N,Bohemian Rhapsody,Fox,"$51,061,119 ",-,4000,-,"$12,765 ","$51,061,119 ",$52 ,1,2018,44
1,N,Dr. Seuss' The Grinch (2018),Uni.,"$67,572,855 ",-,4141,-,"$16,318 ","$67,572,855 ",$75 ,1,2018,45
1,N,Fantastic Beasts: The Crimes of Grindelwald,WB,"$62,163,104 ",-,4163,-,"$14,932 ","$62,163,104 ",$200 ,1,2018,46
1,N,Ralph Breaks the Internet,BV,"$56,237,634 ",-,4017,-,"$14,000 ","$84,750,405 ",$175 ,1,2018,47
1,1,Ralph Breaks the Internet,BV,"$25,566,945 ",-54.50%,4017,-,"$6,365 ","$119,105,178 ",$175 ,2,2018,48
1,1,Ralph Breaks the Internet,BV,"$16,253,831 ",-36.40%,3795,-222,"$4,283 ","$140,971,716 ",$175 ,3,2018,49
1,N,Spider-Man: Into The Spider-Verse,Sony,"$35,363,376 ",-,3813,-,"$9,274 ","$35,363,376 ",$90 ,1,2018,50
1,N,Aquaman,WB,"$67,873,522 ",-,4125,-,"$16,454 ","$72,573,522 ",-,1,2018,51
1,1,Aquaman,WB,"$52,114,571 ",-23.20%,4125,-,"$12,634 ","$189,048,186 ",-,2,2018,52
